DateTime,Appliances,lights,T1,RH_1,T2,RH_2
2026-01-16 18:29:38,90,10,19.29,40.79,18.7,39.7
2026-01-16 18:29:41,100,0,19.29,nan,18.7,39.76
2026-01-16 18:29:44,nan,10,19.29,40.79,18.7,39.8266666666667
2026-01-16 18:29:46,110,nan,nan,40.73,18.7,39.9
2026-01-16 18:29:49,100,10,nan,nan,18.7,39.9
2026-01-16 18:29:52,nan,10,nan,40.76,18.7,39.9666666666667
2026-01-16 18:29:54,90,nan,19.29,40.9,18.7,40.0
2026-01-16 18:29:57,180,nan,19.29,nan,18.7,40.0
2026-01-16 18:29:59,140,0,nan,41.15,18.79,40.09
2026-01-16 18:30:02,100,10,19.323333333333295,42.1566666666667,18.79,40.09
2026-01-16 18:30:05,nan,20,19.39,42.09666666666671,18.823333333333295,nan
2026-01-16 18:30:07,nan,nan,19.39,41.73,18.823333333333295,40.23
2026-01-16 18:30:10,nan,20,19.39,41.6566666666667,18.89,nan
2026-01-16 18:30:13,nan,30,nan,41.59,18.89,40.4
2026-01-16 18:30:15,150,20,19.463333333333296,41.59,19.0,40.4
2026-01-16 18:30:18,330,nan,nan,41.6,19.0,nan
2026-01-16 18:30:20,420,20,19.5,41.3266666666667,19.0,40.5
2026-01-16 18:30:23,330,20,19.533333333333296,41.29,19.0,40.5
2026-01-16 18:30:26,130,20,19.6,41.43,19.1,nan
2026-01-16 18:30:28,130,20,19.6,41.5,19.1,40.8266666666667
2026-01-16 18:30:31,110,20,19.6,nan,19.1666666666667,nan
2026-01-16 18:30:34,250,10,19.6,41.59,19.1333333333333,nan
2026-01-16 18:30:36,520,0,19.6,41.53,19.1333333333333,40.9
2026-01-16 18:30:39,360,nan,19.6,41.5,nan,40.9666666666667
2026-01-16 18:30:41,330,0,19.6,41.69333333333329,19.1,40.8266666666667
2026-01-16 18:30:44,310,nan,19.6,nan,nan,40.79
2026-01-16 18:30:47,270,nan,19.6,42.0,19.1,40.73
2026-01-16 18:30:49,230,0,19.6,42.145,19.066666666666695,40.6333333333333
2026-01-16 18:30:52,170,nan,19.6,42.2,19.0,nan
2026-01-16 18:30:55,nan,0,19.6,42.0666666666667,19.0,40.6566666666667
2026-01-16 18:30:57,30,0,nan,nan,nan,40.93
2026-01-16 18:31:00,nan,0,19.5,42.1333333333333,18.963333333333296,41.0666666666667
2026-01-16 18:31:02,30,0,19.5,42.2,18.89,41.2
2026-01-16 18:31:05,40,nan,19.4266666666667,nan,18.89,41.29
2026-01-16 18:31:08,50,0,19.39,nan,18.823333333333295,41.23
2026-01-16 18:31:10,50,nan,19.39,nan,18.79,41.29
2026-01-16 18:31:13,40,0,19.3566666666667,nan,18.79,41.29
2026-01-16 18:31:15,40,nan,19.29,42.09,18.7,nan
2026-01-16 18:31:18,50,0,nan,42.09,18.7,41.4
2026-01-16 18:31:21,nan,0,19.29,42.09,18.6333333333333,nan
2026-01-16 18:31:23,40,0,19.2,42.06,18.6,41.29
2026-01-16 18:31:26,60,0,19.2,42.06,18.6,nan
2026-01-16 18:31:29,40,0,19.2,42.09,18.6,41.29
2026-01-16 18:31:31,40,0,nan,42.09,18.533333333333296,41.29
2026-01-16 18:31:34,nan,0,19.1,42.09,18.5,nan
2026-01-16 18:31:36,40,0,19.1,42.09,18.5,41.29
2026-01-16 18:31:39,30,0,19.1,42.09,18.463333333333296,41.26
2026-01-16 18:31:42,nan,0,19.0,42.0,18.39,41.2
2026-01-16 18:31:44,30,nan,19.0,42.06,18.39,41.29
2026-01-16 18:31:47,40,0,19.0,42.09,18.39,41.29
2026-01-16 18:31:50,40,0,19.0,42.09,18.29,41.29
2026-01-16 18:31:52,50,0,18.963333333333296,42.09,18.29,41.29
2026-01-16 18:31:55,40,0,18.89,42.1633333333333,18.29,41.4
2026-01-16 18:31:57,40,0,18.89,42.2,18.29,41.4
2026-01-16 18:32:00,40,0,18.89,42.2,18.2,41.29
2026-01-16 18:32:03,50,nan,18.79,42.1266666666667,nan,41.363333333333294
2026-01-16 18:32:05,50,0,18.79,nan,18.2,nan
2026-01-16 18:32:08,50,nan,18.79,42.2,18.2,41.425
2026-01-16 18:32:10,nan,0,18.79,nan,18.1333333333333,41.5
2026-01-16 18:32:13,50,nan,18.76,42.23,18.1,41.5
2026-01-16 18:32:16,40,0,18.7,42.29,18.1,41.5
2026-01-16 18:32:18,40,0,18.7,42.29,18.1,41.59
2026-01-16 18:32:21,20,0,18.7,42.29,18.033333333333296,41.53
2026-01-16 18:32:24,30,0,18.7,nan,nan,nan
2026-01-16 18:32:26,30,0,nan,42.29,18.1,41.59
2026-01-16 18:32:29,40,0,18.6666666666667,42.29,18.0,41.5
2026-01-16 18:32:31,50,0,nan,42.29,18.0,nan
2026-01-16 18:32:34,nan,nan,18.6,42.29,18.0,41.59
2026-01-16 18:32:37,40,0,18.6,nan,18.0,41.59
2026-01-16 18:32:39,50,0,nan,42.4,17.9633333333333,41.7
2026-01-16 18:32:42,nan,0,18.6,42.4,nan,41.7
