DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2026-01-16 18:29:40,23884.55696,nan,15984.57831
2026-01-16 18:29:42,23422.78481,15749.54407,15718.55422
2026-01-16 18:29:45,23222.27848,15578.1155,15498.79518
2026-01-16 18:29:48,nan,15432.21884,nan
2026-01-16 18:29:50,22365.56962,nan,14972.53012
2026-01-16 18:29:53,22098.22785,14837.68997,nan
2026-01-16 18:29:56,21946.32911,14710.0304,14862.6506
2026-01-16 18:29:58,21691.13924,14538.60182,14475.18072
2026-01-16 18:30:01,21575.6962,14155.6231,14266.98795
2026-01-16 18:30:03,21502.78481,nan,14255.42169
2026-01-16 18:30:06,21332.65823,13940.42553,14226.50602
2026-01-16 18:30:09,nan,13816.41337,14180.24096
2026-01-16 18:30:11,21065.31646,13889.3617,13983.61446
2026-01-16 18:30:14,nan,13944.07295,nan
2026-01-16 18:30:16,nan,13706.99088,13775.42169
2026-01-16 18:30:19,nan,nan,nan
2026-01-16 18:30:22,20226.83544,13586.62614,13711.80723
2026-01-16 18:30:24,20220.75949,nan,nan
2026-01-16 18:30:27,20330.12658,13462.61398,nan
2026-01-16 18:30:30,20202.53165,13586.62614,13468.91566
2026-01-16 18:30:32,19989.87342,13550.15198,13642.40964
2026-01-16 18:30:35,19989.87342,13641.33739,13625.06024
2026-01-16 18:30:38,20087.08861,13747.11246,13636.62651
2026-01-16 18:30:40,nan,nan,13596.14458
2026-01-16 18:30:43,nan,nan,13578.79518
2026-01-16 18:30:45,20390.88608,13739.81763,13688.6747
2026-01-16 18:30:48,20500.25316,13841.94529,nan
2026-01-16 18:30:51,20755.44304,nan,13891.08434
2026-01-16 18:30:53,20986.32911,13940.42553,13972.04819
2026-01-16 18:30:56,21454.17722,14144.68085,14301.68675
2026-01-16 18:30:58,22122.53165,14648.02432,14810.60241
2026-01-16 18:31:01,22954.93671,15403.03951,14874.21687
2026-01-16 18:31:04,nan,15326.44377,14648.6747
2026-01-16 18:31:06,24255.18987,15516.10942,nan
2026-01-16 18:31:09,nan,15702.12766,14613.9759
2026-01-16 18:31:12,nan,16034.04255,14579.27711
2026-01-16 18:31:14,nan,nan,14405.78313
2026-01-16 18:31:17,24534.68354,16034.04255,14342.16867
2026-01-16 18:31:19,nan,nan,14122.40964
2026-01-16 18:31:22,nan,nan,13445.78313
2026-01-16 18:31:25,nan,16329.48328,12595.66265
2026-01-16 18:31:27,23811.64557,nan,nan
2026-01-16 18:31:30,23532.1519,15899.08815,11624.09639
2026-01-16 18:31:33,23884.55696,15957.44681,11780.24096
2026-01-16 18:31:35,24522.53165,16249.24012,11838.07229
2026-01-16 18:31:38,nan,16635.86626,11959.51807
2026-01-16 18:31:40,nan,nan,12167.71084
2026-01-16 18:31:43,nan,17427.35562,nan
2026-01-16 18:31:46,26466.83544,nan,12861.68675
2026-01-16 18:31:48,nan,18032.82675,nan
2026-01-16 18:31:51,27997.97468,18470.51672,nan
2026-01-16 18:31:53,28107.34177,18838.90578,13642.40964
2026-01-16 18:31:56,28417.21519,nan,13885.3012
2026-01-16 18:31:59,nan,19141.64134,14186.0241
2026-01-16 18:32:01,29383.29114,19254.71125,nan
2026-01-16 18:32:04,30057.72152,19473.55623,14139.75904
2026-01-16 18:32:07,30756.4557,nan,14521.44578
2026-01-16 18:32:09,30932.65823,20254.10334,14712.28916
2026-01-16 18:32:12,31272.91139,20538.60182,14989.87952
2026-01-16 18:32:14,nan,20994.52888,nan
2026-01-16 18:32:17,nan,nan,15244.33735
2026-01-16 18:32:20,nan,nan,15388.91566
2026-01-16 18:32:22,32974.17722,21246.20061,nan
2026-01-16 18:32:25,33004.55696,21195.13678,nan
2026-01-16 18:32:28,nan,21373.86018,15897.83133
2026-01-16 18:32:30,33332.65823,21424.92401,16025.06024
2026-01-16 18:32:33,nan,nan,16094.45783
2026-01-16 18:32:35,nan,21508.81459,16285.3012
2026-01-16 18:32:38,33751.89873,21822.4924,16372.04819
2026-01-16 18:32:41,nan,21811.55015,16435.66265
2026-01-16 18:32:43,34116.4557,21789.66565,nan
2026-01-16 18:32:46,nan,21833.43465,nan
2026-01-16 18:32:48,34468.86076,21848.02432,nan
2026-01-16 18:32:51,34341.26582,21672.94833,16632.28916
2026-01-16 18:32:54,33964.55696,21669.30091,16898.31325
2026-01-16 18:32:56,nan,21702.12766,nan
