DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2026-01-16 19:12:58,38849.62025,24536.17021,23832.28916
2026-01-16 19:13:01,38521.51899,23854.10334,23230.84337
2026-01-16 19:13:03,38205.56962,23372.64438,22669.87952
2026-01-16 19:13:06,37719.49367,22898.48024,22322.89157
2026-01-16 19:13:08,36814.17722,22387.84195,22137.83133
2026-01-16 19:13:11,35483.5443,22012.15805,21721.44578
2026-01-16 19:13:14,34620.75949,21545.28875,21154.6988
2026-01-16 19:13:16,33539.24051,20990.88146,20663.13253
2026-01-16 19:13:19,32251.13924,20567.78116,20067.46988
2026-01-16 19:13:22,31424.81013,19889.3617,19483.37349
