DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2026-01-16 18:29:40,23884.55696,16037.68997,15984.57831
2026-01-16 18:29:42,23422.78481,15749.54407,15718.55422
2026-01-16 18:29:45,23222.27848,15578.1155,15498.79518
2026-01-16 18:29:48,22766.58228,15432.21884,15146.0241
2026-01-16 18:29:50,22365.56962,14994.52888,14972.53012
2026-01-16 18:29:53,22098.22785,14837.68997,14943.61446
2026-01-16 18:29:56,21946.32911,14710.0304,14862.6506
2026-01-16 18:29:58,21691.13924,14538.60182,14475.18072
2026-01-16 18:30:01,21575.6962,14155.6231,14266.98795
2026-01-16 18:30:03,21502.78481,14111.8541,14255.42169
2026-01-16 18:30:06,21332.65823,13940.42553,14226.50602
2026-01-16 18:30:09,21059.24051,13816.41337,14180.24096
2026-01-16 18:30:11,21065.31646,13889.3617,13983.61446
2026-01-16 18:30:14,20980.25316,13944.07295,13769.63855
2026-01-16 18:30:16,20931.64557,13706.99088,13775.42169
2026-01-16 18:30:19,20658.22785,13696.04863,13804.33735
2026-01-16 18:30:22,20226.83544,13586.62614,13711.80723
2026-01-16 18:30:24,20220.75949,13579.33131,13706.0241
2026-01-16 18:30:27,20330.12658,13462.61398,13486.26506
2026-01-16 18:30:30,20202.53165,13586.62614,13468.91566
2026-01-16 18:30:32,19989.87342,13550.15198,13642.40964
2026-01-16 18:30:35,19989.87342,13641.33739,13625.06024
2026-01-16 18:30:38,20087.08861,13747.11246,13636.62651
2026-01-16 18:30:40,20129.62025,13615.80547,13596.14458
2026-01-16 18:30:43,20299.74684,13626.74772,13578.79518
2026-01-16 18:30:45,20390.88608,13739.81763,13688.6747
2026-01-16 18:30:48,20500.25316,13841.94529,13677.10843
2026-01-16 18:30:51,20755.44304,13885.71429,13891.08434
2026-01-16 18:30:53,20986.32911,13940.42553,13972.04819
2026-01-16 18:30:56,21454.17722,14144.68085,14301.68675
2026-01-16 18:30:58,22122.53165,14648.02432,14810.60241
2026-01-16 18:31:01,22954.93671,15403.03951,14874.21687
2026-01-16 18:31:04,23605.06329,15326.44377,14648.6747
2026-01-16 18:31:06,24255.18987,15516.10942,14509.87952
2026-01-16 18:31:09,24656.20253,15702.12766,14613.9759
2026-01-16 18:31:12,24552.91139,16034.04255,14579.27711
2026-01-16 18:31:14,24607.59494,16001.21581,14405.78313
2026-01-16 18:31:17,24534.68354,16034.04255,14342.16867
2026-01-16 18:31:19,24662.27848,16486.32219,14122.40964
2026-01-16 18:31:22,24534.68354,16639.51368,13445.78313
2026-01-16 18:31:25,24151.89873,16329.48328,12595.66265
2026-01-16 18:31:27,23811.64557,15982.97872,11884.33735
2026-01-16 18:31:30,23532.1519,15899.08815,11624.09639
2026-01-16 18:31:33,23884.55696,15957.44681,11780.24096
2026-01-16 18:31:35,24522.53165,16249.24012,11838.07229
2026-01-16 18:31:38,24874.93671,16635.86626,11959.51807
2026-01-16 18:31:40,25251.64557,17084.49848,12167.71084
2026-01-16 18:31:43,25871.39241,17427.35562,12578.31325
2026-01-16 18:31:46,26466.83544,17595.13678,12861.68675
2026-01-16 18:31:48,27135.18987,18032.82675,13110.36145
2026-01-16 18:31:51,27997.97468,18470.51672,13353.25301
2026-01-16 18:31:53,28107.34177,18838.90578,13642.40964
2026-01-16 18:31:56,28417.21519,19105.16717,13885.3012
2026-01-16 18:31:59,29085.56962,19141.64134,14186.0241
2026-01-16 18:32:01,29383.29114,19254.71125,14110.84337
2026-01-16 18:32:04,30057.72152,19473.55623,14139.75904
2026-01-16 18:32:07,30756.4557,19728.87538,14521.44578
2026-01-16 18:32:09,30932.65823,20254.10334,14712.28916
2026-01-16 18:32:12,31272.91139,20538.60182,14989.87952
2026-01-16 18:32:14,31844.05063,20994.52888,15053.49398
2026-01-16 18:32:17,32281.51899,21089.3617,15244.33735
2026-01-16 18:32:20,32749.36709,21155.0152,15388.91566
2026-01-16 18:32:22,32974.17722,21246.20061,15637.59036
2026-01-16 18:32:25,33004.55696,21195.13678,15840.0
2026-01-16 18:32:28,33217.21519,21373.86018,15897.83133
2026-01-16 18:32:30,33332.65823,21424.92401,16025.06024
2026-01-16 18:32:33,33113.92405,21479.63526,16094.45783
2026-01-16 18:32:35,33168.60759,21508.81459,16285.3012
2026-01-16 18:32:38,33751.89873,21822.4924,16372.04819
2026-01-16 18:32:41,34019.24051,21811.55015,16435.66265
2026-01-16 18:32:43,34116.4557,21789.66565,16614.93976
2026-01-16 18:32:46,34468.86076,21833.43465,16655.42169
2026-01-16 18:32:48,34468.86076,21848.02432,16788.43373
2026-01-16 18:32:51,34341.26582,21672.94833,16632.28916
2026-01-16 18:32:54,33964.55696,21669.30091,16898.31325
2026-01-16 18:32:56,33502.78481,21702.12766,16880.96386
2026-01-16 18:32:59,33302.27848,21472.34043,16915.66265
2026-01-16 18:33:02,33356.96203,21344.68085,16863.61446
2026-01-16 18:33:04,33271.89873,21417.62918,16759.51807
2026-01-16 18:33:07,32627.8481,21541.64134,16771.08434
2026-01-16 18:33:09,32694.68354,21545.28875,16782.6506
2026-01-16 18:33:12,32366.58228,21483.28267,16597.59036
2026-01-16 18:33:15,32269.36709,21764.13374,16325.78313
2026-01-16 18:33:17,32293.67089,21698.48024,16412.53012
2026-01-16 18:33:20,32208.60759,21592.70517,16296.86747
2026-01-16 18:33:23,32251.13924,21424.92401,16366.26506
2026-01-16 18:33:25,32567.08861,21574.46809,16354.6988
2026-01-16 18:33:28,32366.58228,21392.09726,16562.89157
2026-01-16 18:33:30,32336.20253,21443.16109,16632.28916
2026-01-16 18:33:33,32257.21519,21439.51368,16487.71084
2026-01-16 18:33:36,31983.79747,21162.31003,16481.92771
2026-01-16 18:33:38,31777.21519,21012.76596,16429.87952
2026-01-16 18:33:41,31874.43038,21045.59271,16458.79518
2026-01-16 18:33:44,31740.75949,21155.0152,16435.66265
2026-01-16 18:33:46,32196.4557,21049.24012,16499.27711
2026-01-16 18:33:49,32263.29114,21224.31611,16713.25301
2026-01-16 18:33:51,32688.60759,21523.40426,17187.46988
2026-01-16 18:33:54,33241.51899,21924.62006,17852.53012
2026-01-16 18:33:57,34669.36709,22686.93009,19402.40964
2026-01-16 18:33:59,36200.50633,23850.45593,21761.92771
2026-01-16 18:34:02,39062.27848,25670.51672,23866.98795
2026-01-16 18:34:04,41486.58228,26786.62614,24803.85542
2026-01-16 18:34:07,42312.91139,27213.37386,25145.06024
2026-01-16 18:34:10,42495.18987,27209.72644,25347.46988
2026-01-16 18:34:12,42750.37975,27300.91185,25544.09639
2026-01-16 18:34:15,42871.89873,27257.14286,25781.20482
2026-01-16 18:34:18,42993.41772,27279.02736,25700.24096
2026-01-16 18:34:20,42823.29114,27235.25836,25671.3253
2026-01-16 18:34:23,42677.46835,27184.19453,25786.98795
2026-01-16 18:34:26,42434.43038,27217.02128,25740.72289
2026-01-16 18:34:28,42671.39241,27271.73252,25995.18072
2026-01-16 18:34:31,42720.0,27257.14286,25833.25301
2026-01-16 18:34:33,42689.62025,27206.07903,25746.50602
2026-01-16 18:34:36,42476.96203,26998.17629,25688.6747
2026-01-16 18:34:39,42288.60759,26855.92705,25821.68675
2026-01-16 18:34:41,41960.50633,26819.45289,25891.08434
2026-01-16 18:34:44,42416.20253,27151.36778,26076.14458
2026-01-16 18:34:46,42519.49367,27253.49544,26122.40964
2026-01-16 18:34:49,42318.98734,27176.8997,26157.10843
2026-01-16 18:34:52,42221.77215,27155.0152,26238.07229
2026-01-16 18:34:54,42033.41772,27005.47112,25989.39759
2026-01-16 18:34:57,41571.64557,26939.81763,25729.15663
2026-01-16 18:35:00,40970.12658,26772.03647,25619.27711
2026-01-16 18:35:02,40490.12658,26447.41641,25486.26506
2026-01-16 18:35:05,39870.37975,26239.51368,25226.0241
2026-01-16 18:35:07,39347.8481,25947.72036,24734.45783
2026-01-16 18:35:10,38916.4557,25407.90274,24294.93976
2026-01-16 18:35:13,37962.53165,24962.91793,24190.84337
2026-01-16 18:35:15,37300.25316,24641.94529,23953.73494
2026-01-16 18:35:18,36565.06329,24058.35866,23520.0
2026-01-16 18:35:21,35750.88608,23544.07295,23034.21687
2026-01-16 18:35:23,34535.6962,23164.74164,22513.73494
2026-01-16 18:35:26,33654.68354,22581.15502,22051.08434
2026-01-16 18:35:28,32457.72152,21610.94225,21443.85542
2026-01-16 18:35:31,31686.07595,21082.06687,20593.73494
2026-01-16 18:35:34,30847.59494,20768.38906,20136.86747
2026-01-16 18:35:36,30063.79747,20250.45593,19575.90361
2026-01-16 18:35:39,29298.22785,19728.87538,19113.25301
2026-01-16 18:35:42,28550.88608,19148.93617,18783.61446
2026-01-16 18:35:44,27657.72152,18612.76596,18176.38554
2026-01-16 18:35:47,27153.41772,18350.15198,17725.3012
2026-01-16 18:35:49,26442.53165,17803.03951,17551.80723
2026-01-16 18:35:52,26053.67089,17361.70213,17280.0
2026-01-16 18:35:55,25525.06329,17066.2614,16666.98795
2026-01-16 18:35:57,24795.94937,16402.43161,16239.03614
2026-01-16 18:36:00,23975.6962,15833.43465,15892.04819
2026-01-16 18:36:03,23562.53165,15643.769,15712.77108
2026-01-16 18:36:05,23179.74684,15140.42553,15666.50602
2026-01-16 18:36:08,23076.4557,14994.52888,15371.56627
2026-01-16 18:36:10,22918.48101,14626.13982,14978.31325
2026-01-16 18:36:13,22772.65823,14378.1155,14845.3012
2026-01-16 18:36:16,22450.63291,14144.68085,14775.90361
2026-01-16 18:36:18,22237.97468,14060.79027,14718.07229
2026-01-16 18:36:21,22086.07595,13987.84195,14417.3494
2026-01-16 18:36:23,21751.89873,13798.17629,14174.45783
2026-01-16 18:36:26,21770.12658,13732.5228,14099.27711
2026-01-16 18:36:29,21745.82278,13608.51064,14168.6747
2026-01-16 18:36:31,21569.62025,13542.85714,14081.92771
2026-01-16 18:36:34,21393.41772,13433.43465,14000.96386
2026-01-16 18:36:37,21229.36709,13353.19149,13914.21687
2026-01-16 18:36:39,21113.92405,13407.90274,13850.60241
2026-01-16 18:36:42,21363.03797,13375.07599,13948.91566
2026-01-16 18:36:44,21308.35443,13404.25532,13781.20482
2026-01-16 18:36:47,21120.0,13294.83283,13839.03614
2026-01-16 18:36:50,21053.16456,13269.30091,13775.42169
2026-01-16 18:36:52,20378.73418,13272.94833,13821.68675
2026-01-16 18:36:55,19479.49367,13393.31307,13821.68675
2026-01-16 18:36:58,19746.83544,13265.6535,13665.54217
2026-01-16 18:37:00,19661.77215,13272.94833,13763.85542
2026-01-16 18:37:03,19746.83544,13524.62006,13827.46988
2026-01-16 18:37:05,20087.08861,13663.22188,14047.22892
2026-01-16 18:37:08,21533.16456,13725.22796,14157.10843
2026-01-16 18:37:11,21818.73418,13951.36778,14214.93976
2026-01-16 18:37:13,22049.62025,14148.32827,14290.12048
2026-01-16 18:37:16,22869.87342,14666.2614,14793.25301
2026-01-16 18:37:19,23696.20253,15359.27052,15163.37349
2026-01-16 18:37:21,23878.48101,15341.03343,15036.14458
2026-01-16 18:37:24,24309.87342,15337.38602,14799.03614
2026-01-16 18:37:26,24346.32911,15373.86018,14648.6747
2026-01-16 18:37:29,24716.96203,15753.19149,14718.07229
2026-01-16 18:37:32,24716.96203,15734.95441,14995.66265
2026-01-16 18:37:34,24972.1519,15826.13982,14839.51807
2026-01-16 18:37:37,24911.39241,16132.5228,14347.95181
2026-01-16 18:37:39,24443.5443,16117.93313,13301.20482
2026-01-16 18:37:42,24030.37975,15796.96049,12526.26506
2026-01-16 18:37:45,23763.03797,15716.71733,11965.3012
2026-01-16 18:37:47,23605.06329,15618.23708,11329.15663
2026-01-16 18:37:50,24066.83544,15734.95441,11392.77108
2026-01-16 18:37:53,24637.97468,15950.15198,11531.56627
2026-01-16 18:37:55,24990.37975,16216.41337,11884.33735
2026-01-16 18:37:58,25482.53165,16541.03343,12098.31325
2026-01-16 18:38:01,26041.51899,17223.1003,12161.92771
2026-01-16 18:38:03,26472.91139,17638.90578,12682.40964
2026-01-16 18:38:06,26849.62025,18040.12158,13416.86747
2026-01-16 18:38:08,27706.32911,18528.87538,13746.50602
2026-01-16 18:38:11,28441.51899,18758.66261,13769.63855
2026-01-16 18:38:14,28891.13924,19287.53799,13937.3494
2026-01-16 18:38:16,29122.02532,19597.56839,14110.84337
2026-01-16 18:38:19,28599.49367,20429.17933,14382.6506
2026-01-16 18:38:22,29122.02532,20549.54407,14718.07229
2026-01-16 18:38:24,29134.17722,20863.22188,14851.08434
2026-01-16 18:38:27,29899.74684,21202.43161,15093.9759
2026-01-16 18:38:29,30507.34177,21249.84802,15250.12048
2026-01-16 18:38:32,30932.65823,21563.52584,15637.59036
2026-01-16 18:38:35,31266.83544,21475.98784,15805.3012
2026-01-16 18:38:37,31485.56962,21734.95441,15892.04819
2026-01-16 18:38:40,31777.21519,22128.87538,16117.59036
2026-01-16 18:38:42,32111.39241,22234.65046,16366.26506
2026-01-16 18:38:45,32615.6962,22362.31003,16441.44578
2026-01-16 18:38:48,34444.55696,21392.09726,16366.26506
2026-01-16 18:38:50,34438.48101,21439.51368,16493.49398
2026-01-16 18:38:53,33873.41772,21942.85714,16267.95181
2026-01-16 18:38:56,33988.86076,22154.40729,16562.89157
2026-01-16 18:38:58,34158.98734,21873.55623,16557.10843
2026-01-16 18:39:01,34444.55696,21928.26748,16649.63855
2026-01-16 18:39:03,34256.20253,22030.39514,16736.38554
2026-01-16 18:39:06,34116.4557,22333.1307,16811.56627
2026-01-16 18:39:09,33855.18987,22256.53495,16817.3494
2026-01-16 18:39:11,33703.29114,21968.38906,17100.72289
2026-01-16 18:39:14,33593.92405,21913.67781,16985.06024
2026-01-16 18:39:17,33180.75949,21669.30091,16886.74699
2026-01-16 18:39:19,32870.88608,21596.35258,16747.95181
2026-01-16 18:39:22,32810.12658,21713.06991,16695.90361
2026-01-16 18:39:24,32676.4557,21603.64742,16649.63855
2026-01-16 18:39:27,32433.41772,21578.1155,16701.68675
2026-01-16 18:39:30,32342.27848,21413.98176,16568.6747
2026-01-16 18:39:32,32506.32911,21410.33435,16545.54217
2026-01-16 18:39:35,32706.83544,21789.66565,16453.01205
2026-01-16 18:39:38,32488.10127,21702.12766,16453.01205
2026-01-16 18:39:40,32475.94937,21527.05167,16383.61446
2026-01-16 18:39:43,32591.39241,21578.1155,16453.01205
2026-01-16 18:39:45,32336.20253,21603.64742,16314.21687
2026-01-16 18:39:48,32220.75949,21829.78723,16250.60241
2026-01-16 18:39:51,32293.67089,21676.59574,16077.10843
2026-01-16 18:39:53,31983.79747,21231.61094,15949.87952
2026-01-16 18:39:56,31552.40506,20994.52888,15892.04819
2026-01-16 18:39:59,31406.58228,20859.57447,15961.44578
2026-01-16 18:40:01,31613.16456,21012.76596,15920.96386
2026-01-16 18:40:04,31692.1519,21122.18845,16048.19277
2026-01-16 18:40:06,31752.91139,20998.17629,16111.80723
2026-01-16 18:40:09,31673.92405,21045.59271,16481.92771
2026-01-16 18:40:12,32166.07595,21432.21884,17395.66265
2026-01-16 18:40:14,33277.97468,22121.58055,18795.18072
2026-01-16 18:40:17,35513.92405,23482.06687,21513.25301
2026-01-16 18:40:19,38339.24051,25382.37082,23502.6506
2026-01-16 18:40:22,41182.78481,26819.45289,24618.79518
2026-01-16 18:40:25,42179.24051,27443.16109,25179.75904
2026-01-16 18:40:27,42938.73418,27665.6535,25445.78313
2026-01-16 18:40:30,43309.36709,27698.48024,25613.49398
2026-01-16 18:40:33,43485.56962,27479.63526,25625.06024
2026-01-16 18:40:35,43133.16456,27311.8541,25555.66265
2026-01-16 18:40:38,43242.53165,27304.55927,25596.14458
2026-01-16 18:40:40,43187.8481,27322.79635,25671.3253
2026-01-16 18:40:43,43163.5443,27443.16109,25659.75904
2026-01-16 18:40:46,43145.31646,27304.55927,25810.12048
2026-01-16 18:40:48,43388.35443,27403.03951,25972.04819
2026-01-16 18:40:51,42592.40506,27264.43769,25740.72289
2026-01-16 18:40:54,42203.5443,27122.18845,25538.31325
2026-01-16 18:40:56,42397.97468,27052.88754,25515.18072
2026-01-16 18:40:59,42197.46835,27118.54103,25497.83133
2026-01-16 18:41:01,42501.26582,27147.72036,25902.6506
2026-01-16 18:41:04,42774.68354,27508.81459,26012.53012
2026-01-16 18:41:07,42653.16456,27351.97568,25891.08434
2026-01-16 18:41:09,42337.21519,27052.88754,25792.77108
2026-01-16 18:41:12,41832.91139,27009.11854,25983.61446
2026-01-16 18:41:15,41456.20253,27001.82371,25879.51807
2026-01-16 18:41:17,41055.18987,26761.09422,25584.57831
2026-01-16 18:41:20,40721.01266,26403.64742,25318.55422
2026-01-16 18:41:22,40210.63291,26017.02128,25087.22892
2026-01-16 18:41:25,39293.16456,25820.06079,25000.48193
2026-01-16 18:41:28,38624.81013,25174.46809,24676.62651
2026-01-16 18:41:30,38357.46835,24897.26444,24306.50602
2026-01-16 18:41:33,37531.13924,24605.47112,23803.37349
2026-01-16 18:41:36,37026.83544,24186.01824,23427.46988
2026-01-16 18:41:38,36188.35443,23657.14286,23045.78313
2026-01-16 18:41:41,35064.3038,23317.93313,22502.16867
2026-01-16 18:41:43,34323.03797,22606.68693,21883.37349
2026-01-16 18:41:46,33302.27848,21895.44073,21386.0241
2026-01-16 18:41:49,32342.27848,21413.98176,20929.15663
2026-01-16 18:41:51,31339.74684,20877.81155,20345.06024
2026-01-16 18:41:54,30343.29114,20432.82675,19847.71084
2026-01-16 18:41:57,29595.94937,19812.76596,19437.10843
2026-01-16 18:41:59,28708.86076,19455.31915,18812.53012
2026-01-16 18:42:02,27663.79747,18948.32827,18344.09639
2026-01-16 18:42:04,26715.94937,18258.96657,17835.18072
2026-01-16 18:42:07,26205.56962,17741.03343,17389.87952
2026-01-16 18:42:10,25622.27848,17328.87538,16863.61446
2026-01-16 18:42:12,25130.12658,16847.41641,16620.72289
2026-01-16 18:42:15,24540.75949,16500.91185,16279.51807
2026-01-16 18:42:18,24121.51899,16245.59271,16001.92771
2026-01-16 18:42:20,23811.64557,15895.44073,15764.81928
2026-01-16 18:42:23,23398.48101,15541.64134,15626.0241
2026-01-16 18:42:25,23021.77215,15034.65046,15383.13253
2026-01-16 18:42:28,21745.82278,14680.85106,15105.54217
2026-01-16 18:42:31,21253.67089,14713.67781,15030.36145
2026-01-16 18:42:33,20937.72152,14286.93009,14712.28916
2026-01-16 18:42:36,21435.94937,14082.67477,14642.89157
2026-01-16 18:42:38,21994.93671,13918.54103,14463.61446
2026-01-16 18:42:41,21757.97468,13710.6383,14301.68675
2026-01-16 18:42:44,21502.78481,13619.45289,14238.07229
2026-01-16 18:42:46,21393.41772,13539.20973,14214.93976
2026-01-16 18:42:49,21302.27848,13524.62006,14018.31325
2026-01-16 18:42:52,21356.96203,13488.1459,14116.62651
2026-01-16 18:42:54,21022.78481,13520.97264,13966.26506
2026-01-16 18:42:57,21010.63291,13404.25532,13925.78313
2026-01-16 18:42:59,20870.88608,13371.42857,13775.42169
2026-01-16 18:43:02,20889.11392,13429.78723,13885.3012
2026-01-16 18:43:05,20876.96203,13334.95441,13850.60241
2026-01-16 18:43:07,20846.58228,13356.83891,13723.37349
2026-01-16 18:43:10,20737.21519,13415.19757,13630.84337
2026-01-16 18:43:13,20834.43038,13444.3769,13781.20482
2026-01-16 18:43:15,20949.87342,13484.49848,13908.43373
2026-01-16 18:43:18,20943.79747,13579.33131,14000.96386
2026-01-16 18:43:20,21144.3038,13776.29179,13966.26506
2026-01-16 18:43:23,21247.59494,13750.75988,14006.74699
2026-01-16 18:43:26,21442.02532,14049.84802,14128.19277
2026-01-16 18:43:28,21557.46835,14148.32827,14440.48193
2026-01-16 18:43:31,21922.02532,14228.57143,14324.81928
2026-01-16 18:43:34,22402.02532,14648.02432,14666.0241
2026-01-16 18:43:36,23179.74684,15271.73252,14908.91566
2026-01-16 18:43:39,23598.98734,15297.26444,15180.72289
2026-01-16 18:43:41,23750.88608,15486.93009,15018.79518
2026-01-16 18:43:44,24224.81013,15527.05167,14851.08434
2026-01-16 18:43:47,24583.29114,15683.89058,14972.53012
2026-01-16 18:43:49,24613.67089,15855.31915,15036.14458
2026-01-16 18:43:52,24431.39241,15953.79939,14845.3012
2026-01-16 18:43:55,24771.64557,16314.89362,14151.3253
2026-01-16 18:43:57,24328.10127,16209.11854,12948.43373
2026-01-16 18:44:00,24419.24051,15829.78723,12133.01205
