DateTime,Appliances,lights,T1,RH_1,T2,RH_2
2026-01-16 18:29:36,110.0,0.0,19.29,40.6633333333333,18.7,39.7
2026-01-16 18:29:38,90.0,10.0,19.29,40.79,18.7,39.7
2026-01-16 18:29:41,100.0,0.0,19.29,40.76640774917527,18.7,39.76
2026-01-16 18:29:44,104.99998875002906,10.0,19.29,40.79,18.7,39.8266666666667
2026-01-16 18:29:46,110.0,8.666664345682133,19.297482995991242,40.73,18.7,39.9
2026-01-16 18:29:49,100.0,10.0,19.293788855696263,40.745,18.7,39.9
2026-01-16 18:29:52,119.83056351605536,10.0,19.29416667812497,40.76,18.7,39.9666666666667
2026-01-16 18:29:54,90.0,7.377052781505201,19.29,40.9,18.7,40.0
2026-01-16 18:29:57,180.0,5.454557024761458,19.29,41.53747551551655,18.7,40.0
2026-01-16 18:29:59,140.0,0.0,19.354444475061637,41.15,18.79,40.09
2026-01-16 18:30:02,100.0,10.0,19.32333333333329,42.1566666666667,18.79,40.09
2026-01-16 18:30:05,144.47243605199958,20.0,19.39,42.09666666666671,18.82333333333329,40.16
2026-01-16 18:30:07,276.8059938631967,22.666668814808922,19.39,41.73,18.82333333333329,40.23
2026-01-16 18:30:10,266.47063837362595,20.0,19.39,41.6566666666667,18.89,40.4157894980609
2026-01-16 18:30:13,238.47475130657782,30.0,19.479807734997404,41.59,18.89,40.4
2026-01-16 18:30:15,150.0,20.0,19.463333333333296,41.59,19.0,40.4
2026-01-16 18:30:18,330.0,20.0,19.52323237419637,41.6,19.0,40.54083344562478
2026-01-16 18:30:20,420.0,20.0,19.5,41.3266666666667,19.0,40.5
2026-01-16 18:30:23,330.0,20.0,19.533333333333296,41.29,19.0,40.5
2026-01-16 18:30:26,130.0,20.0,19.6,41.43,19.1,40.853409172890714
2026-01-16 18:30:28,130.0,20.0,19.6,41.5,19.1,40.8266666666667
2026-01-16 18:30:31,110.0,20.0,19.6,41.55468351267432,19.1666666666667,40.9023529375548
2026-01-16 18:30:34,250.0,10.0,19.6,41.59,19.1333333333333,40.9033898291104
2026-01-16 18:30:36,520.0,0.0,19.6,41.53,19.1333333333333,40.9
2026-01-16 18:30:39,360.0,0.0,19.6,41.5,19.095402285969122,40.9666666666667
2026-01-16 18:30:41,330.0,0.0,19.6,41.69333333333329,19.1,40.8266666666667
2026-01-16 18:30:44,310.0,0.0,19.6,42.082025388631465,19.07088604619993,40.79
2026-01-16 18:30:47,270.0,0.0,19.6,42.0,19.1,40.73
2026-01-16 18:30:49,230.0,0.0,19.6,42.145,19.06666666666669,40.6333333333333
2026-01-16 18:30:52,170.0,0.0,19.6,42.2,19.0,40.644999999999996
2026-01-16 18:30:55,31.34615758135303,0.0,19.6,42.0666666666667,19.0,40.6566666666667
2026-01-16 18:30:57,30.0,0.0,19.486075931506743,42.151886798022176,18.927130771959675,40.93
2026-01-16 18:31:00,35.454557024761456,0.0,19.5,42.1333333333333,18.963333333333296,41.0666666666667
2026-01-16 18:31:02,30.0,0.0,19.5,42.2,18.89,41.2
2026-01-16 18:31:05,40.0,0.0,19.4266666666667,42.16185923584517,18.89,41.29
2026-01-16 18:31:08,50.0,0.0,19.39,42.09,18.82333333333329,41.23
2026-01-16 18:31:10,50.0,0.0,19.39,42.09,18.79,41.29
2026-01-16 18:31:13,40.0,0.0,19.3566666666667,42.089999999999996,18.79,41.29
2026-01-16 18:31:15,40.0,0.0,19.29,42.09,18.7,41.359213424681336
2026-01-16 18:31:18,50.0,0.0,19.245569583768713,42.09,18.7,41.4
2026-01-16 18:31:21,45.0,0.0,19.29,42.09,18.6333333333333,41.345
2026-01-16 18:31:23,40.0,0.0,19.2,42.06,18.6,41.29
2026-01-16 18:31:26,60.0,0.0,19.2,42.06,18.6,41.28999999999999
2026-01-16 18:31:29,40.0,0.0,19.2,42.09,18.6,41.29
