DateTime,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
2026-01-16 18:29:37,23618.52243536456,15628.661057939793,16476.14458
2026-01-16 18:29:40,23884.55696,15659.905859633605,15984.57831
2026-01-16 18:29:42,23422.78481,15749.54407,15718.55422
2026-01-16 18:29:45,23222.27848,15578.1155,15498.79518
2026-01-16 18:29:48,22237.23793815851,15432.21884,14884.985217391762
2026-01-16 18:29:50,22365.56962,14743.829687466616,14972.53012
2026-01-16 18:29:53,22098.22785,14837.68997,14631.83752044883
2026-01-16 18:29:56,21946.32911,14710.0304,14862.6506
2026-01-16 18:29:58,21691.13924,14538.60182,14475.18072
2026-01-16 18:30:01,21575.6962,14155.6231,14266.98795
2026-01-16 18:30:03,21502.78481,13897.142815544843,14255.42169
2026-01-16 18:30:06,21332.65823,13940.42553,14226.50602
2026-01-16 18:30:09,20877.614992173105,13816.41337,14180.24096
2026-01-16 18:30:11,21065.31646,13889.3617,13983.61446
2026-01-16 18:30:14,20726.332449473277,13944.07295,13879.518075
2026-01-16 18:30:16,20249.39466855563,13706.99088,13775.42169
2026-01-16 18:30:19,20244.6018477176,13558.402648804344,13657.096017282449
2026-01-16 18:30:22,20226.83544,13586.62614,13711.80723
2026-01-16 18:30:24,20220.75949,13513.191537371044,13562.705496531213
2026-01-16 18:30:27,20330.12658,13462.61398,13551.270463068044
2026-01-16 18:30:30,20202.53165,13586.62614,13468.91566
2026-01-16 18:30:32,19989.87342,13550.15198,13642.40964
2026-01-16 18:30:35,19989.87342,13641.33739,13625.06024
2026-01-16 18:30:38,20087.08861,13747.11246,13636.62651
2026-01-16 18:30:40,20503.440608223926,13809.973715554308,13596.14458
2026-01-16 18:30:43,20447.163344111963,13774.895672777155,13578.79518
2026-01-16 18:30:45,20390.88608,13739.81763,13688.6747
2026-01-16 18:30:48,20500.25316,13841.94529,13993.643548674529
2026-01-16 18:30:51,20755.44304,14108.825244288386,13891.08434
2026-01-16 18:30:53,20986.32911,13940.42553,13972.04819
2026-01-16 18:30:56,21454.17722,14144.68085,14301.68675
2026-01-16 18:30:58,22122.53165,14648.02432,14810.60241
2026-01-16 18:31:01,22954.93671,15403.03951,14874.21687
2026-01-16 18:31:04,24258.76010624899,15326.44377,14648.6747
2026-01-16 18:31:06,24255.18987,15516.10942,14563.084276988073
2026-01-16 18:31:09,24149.415361293908,15702.12766,14613.9759
2026-01-16 18:31:12,24212.238914604088,16034.04255,14579.27711
2026-01-16 18:31:14,24373.461227302047,16034.04255,14405.78313
2026-01-16 18:31:17,24534.68354,16034.04255,14342.16867
2026-01-16 18:31:19,23741.343056000616,16129.78715021827,14122.40964
2026-01-16 18:31:22,23743.581642022833,16169.952620993985,13445.78313
2026-01-16 18:31:25,23754.936620713812,16329.48328,12595.66265
2026-01-16 18:31:27,23811.64557,15984.68095146214,11708.530207847192
2026-01-16 18:31:30,23532.1519,15899.08815,11624.09639
2026-01-16 18:31:33,23884.55696,15957.44681,11780.24096
2026-01-16 18:31:35,24522.53165,16249.24012,11838.07229
2026-01-16 18:31:38,27312.538196282658,16635.86626,11959.51807
2026-01-16 18:31:40,27260.223496689116,17737.814079324336,12167.71084
2026-01-16 18:31:43,27103.45067317557,17427.35562,13169.006973060868
2026-01-16 18:31:46,26466.83544,17730.091184999997,12861.68675
2026-01-16 18:31:48,28110.80287334959,18032.82675,13834.23276381121
2026-01-16 18:31:51,27997.97468,18470.51672,13783.658572235223
2026-01-16 18:31:53,28107.34177,18838.90578,13642.40964
2026-01-16 18:31:56,28417.21519,19239.01360609837,13885.3012
2026-01-16 18:31:59,29754.84543967213,19141.64134,14186.0241
2026-01-16 18:32:01,29383.29114,19254.71125,14162.89157
2026-01-16 18:32:04,30057.72152,19473.55623,14139.75904
2026-01-16 18:32:07,30756.4557,20447.107704635146,14521.44578
2026-01-16 18:32:09,30932.65823,20254.10334,14712.28916
2026-01-16 18:32:12,31272.91139,20538.60182,14989.87952
2026-01-16 18:32:14,31789.850712180854,20994.52888,15117.108435
2026-01-16 18:32:17,33052.23432517323,21258.757301520895,15244.33735
2026-01-16 18:32:20,33026.58241776869,21253.163885163787,15388.91566
2026-01-16 18:32:22,32974.17722,21246.20061,15986.124325396699
2026-01-16 18:32:25,33004.55696,21195.13678,15973.817364807323
2026-01-16 18:32:28,33473.92449721437,21373.86018,15897.83133
2026-01-16 18:32:30,33332.65823,21424.92401,16025.06024
2026-01-16 18:32:33,33981.68024577028,21630.72696190278,16094.45783
2026-01-16 18:32:35,33940.071528934415,21508.81459,16285.3012
2026-01-16 18:32:38,33751.89873,21822.4924,16372.04819
2026-01-16 18:32:41,34214.48904758533,21811.55015,16435.66265
2026-01-16 18:32:43,34116.4557,21789.66565,16767.68403963967
2026-01-16 18:32:46,34292.65823,21833.43465,16751.354442505854
2026-01-16 18:32:48,34468.86076,21848.02432,16738.795300490037
2026-01-16 18:32:51,34341.26582,21672.94833,16632.28916
2026-01-16 18:32:54,33964.55696,21669.30091,16898.31325
2026-01-16 18:32:56,33159.82248625135,21702.12766,16811.415387714096
2026-01-16 18:32:59,33258.39225812568,21523.404255,16837.51492385705
